Original Ingredient,Cleaned Ingredient
버섯마늘소금 2g,버섯 마늘 소금
"버섯마늘소금 1g
흰후추 1g",버섯 마늘 소금 후추
버터(80g),버터
버터(90g),버터
버터 36g,버터
버터(3g),버터
버터(15g),버터
버터120g,버터
버터 10g,버터
버터 30g,버터
버터 1g,버터
버터(2g),버터
버터(10g,버터
버터 1.2g,버터
버터(10g),버터
버터 40g,버터
버터적당량,버터
버터(25g),버터
버터(35g),버터
버터 5g,버터
버터 20g,버터
버터 8g(1½작은술),버터
버터(22g),버터
버터(30g),버터
버터(150g),버터
버터15g,버터
버터 15g,버터
버터(3Ts),버터
버터 38g,버터
버터(2Ts),버터
버터(20g),버터
버터(0.5g),버터
버터 0.5g,버터
버터 25g,버터
버터 2g,버터
버터(5g),버터
버터(40g),버터
버터 3g,버터
버터(27g),버터
버터(37g),버터
버터(4g),버터
버터 적당량[소야소스] 간장 3g,버터 간장
"버터 60g 
(속재료) 고구마 500g",버터 고구마
"버터(10g)
느타리버섯(20g)",버터 버섯
"버터(10g)
마늘(10g)",버터 마늘
"버터(10g)
밀가루(10g)",버터 밀
"버터(10g)
- 소고기패티 : 다진소고기(50g)",버터 쇠고기
"버터 10g
소스 : 맛간장 30g",버터 간장
"버터 10g
소스 : 다진양파 10g",버터 양파
"버터(10g)
스파게티(70g)",버터 스파게티
"버터(10g)
식용유(5g)
- 소스 : 고구마(20g)",버터 식용유 고구마
"버터 5g
다진양파 15g",버터 양파
버터 2.1g[라비올리 반죽] 중력분 35g,버터 중력분
"버터(10g)
치킨스톡(200g)",버터 치킨스톡
베이비채소 1g,새싹
베이비채소 5 소스: 마요네즈 4,버터 밀
베이컨 4g,베이컨
베이컨 2g,베이컨
베이컨(20g),베이컨
베이컨 30g(3장),베이컨
베이컨 5g,베이컨
베이컨 80g(8장),베이컨
베이컨 25g,베이컨
베이컨 4.5g,베이컨
베이컨 13g,베이컨
"베이컨(30g)
마늘(20g)",베이컨 마늘
"베이컨 80g
무 100g",베이컨 무
베이킹 파우더 1g,베이킹파우더
베이킹소다(0.6g),베이킹파우더
베이킹파우더(2.4g),베이킹파우더
베이킹파우더(0.3g),베이킹파우더
베이킹파우더(3g),베이킹파우더
베이킹파우더 1g,베이킹파우더
베이킹파우더(1.5g),베이킹파우더
베이킹파우더 10g,베이킹파우더
베이킹파우더 2g,베이킹파우더
"베이킹파우더 10g
(속재료) 단호박 20g",베이킹파우더 단호박
베트남 건고추(10g),고추
병아리콩 20g,콩
병아리콩 10g,콩
병아리콩 삶은 물(50ml),콩
보리(100g),보리
보리(10g),보리
보리(20g),보리
"보리(100g)
미나리(10g)",보리 미나리
보리된장 15g(1큰술),보리 된장
보리새우 0.1g,새우
보리쌀(50g),보리
보리쌀 10g,보리
보릿가루(7g),보리
복분자(20g),복분자
복숭아 150g,복숭아
복숭아(15g),복숭아
부챗살(150g),쇠고기
부추(100g),부추
부추(50g),부추
부추 5.9g,부추
부추 20g,부추
부추(5g),부추
부추(3g),부추
부추 10g,부추
부추(30g),부추
부추 15g,부추
부추 2g,부추
부추 5g(6cm),부추
부추(20g),부추
부추(1g),부추
부추 1g,부추
부추 5g,부추
부추 10,부추
부추(10g),부추
"부추(20g)
견과류(20g)",부추 견과류
"부추(15g)
돼지고기 밑간 간장(5g)",부추 돼지고기 간장
"부추(4g)
두부(25g)",부추 두부
"부추(2g)
두부(15g)",부추 두부
부추 또는 실파 10g,부추 파
"부추(10g)
소스 다진 마늘(4g)",부추 마늘
"부추 10g(5줄기)
●양념장 : 
고춧가루 4g(1작은술)",부추 고추
"부추(50g)
편마늘(20g)",부추 마늘
"부추(20g)
표고버섯(20g)",부추 버섯
북어(15g),북어
북어 15g,북어
북어채(1줌=10g),북어
"북엇국
북어채 25g(15개)",북어
분유 8g,분유
불린 곤드레나물(10g),곤드레
불린 곤약쌀(60g),곤약
불린 당면(10g),당면
"불린 당면(7g)
불린 무말랭이(3g)",당면 무말랭이
불린 라이스페이퍼(2장),라이스페이퍼
불린 미역(70g,미역
불린 미역(혹은 물미역) 7,미역
불린 병아리콩(½컵),콩
불린 병아리콩(100g),콩
불린 쌀(80g),쌀
불린 쌀 30g,쌀
불린 쌀(30g),쌀
불린 찹쌀(30g),쌀
(속재료) 불린 검은콩 300g,콩
불린 표고버섯(50g),버섯
불린 함초(15g),함초
불린 현미(150g),쌀
불린미역 25g,미역
불린밥 100g,쌀
불린쌀(150g),쌀
불린쌀 30g,쌀
붉은 고추(2g),고추
다진 붉은 고추(7g),고추
붉은 고추(1g),고추
붉은 고추(5g),고추
"붉은 고추(4g)
고구마(30g)",고추 고구마
"붉은 고추(15g)
다진 돼지고기(등심",고추 돼지고기
"붉은 고추(5g)
아스파라거스(5g)",고추 아스파라거스
"붉은 고추(1g)
콩나물(25g)",고추 콩
"붉은 고추(5g)
콩나물무침 콩나물(30g)",고추 콩
"붉은 고추(6g)
풋고추(6g)",고추
붉은 파프리카(30g),파프리카
붉은 파프리카(45g),파프리카
붉은고추 4g,고추
"붉은피망(15g)
양파(40g)",피망 양파
브러컬리 5g,브로컬리
브로컬리(30g),브로컬리
브로컬리(20g),브로컬리
브로컬리 20g,브로컬리
"브로컬리(20g)
- 김치떡갈비 : 다진 소고기(50g)",브로컬리 김치 소고기
"브로컬리(20g)
새송이(20g)",브로컬리 버섯
브로컬리 20g [소스소개] 저나트륨과일드레싱:파인애플통조림 40g,브로컬리 파인애플
브로컬리다진것 3g,브로컬리
브로콜리 60g,브로컬리
브로콜리 70g,브로컬리
브로콜리(10g),브로컬리
브로콜리 1.6g,브로컬리
브로콜리(100g),브로컬리
브로콜리(20g),브로컬리
브로콜리 10g,브로컬리
브로콜리 25g,브로컬리
브로콜리(¼개),브로컬리
브로콜리 50g,브로컬리
브로콜리 15g,브로컬리
브로콜리(15g),브로컬리
브로콜리 30g,브로컬리
브로콜리(50g),브로컬리
브로콜리(½개),브로컬리
브로콜리 40g,브로컬리
브로콜리 100g,브로컬리
브로콜리(30g),브로컬리
브로콜리 100g(1/4개),브로컬리
[ 2인분 ] 브로콜리(¼개),브로컬리
"브로콜리 100g 
(속재료) 단호박 600g",브로컬리 단호박
"브로콜리 30g
마늘 15g",브로컬리 마늘
●브로콜리컬리플라워 샐러드 : 브로콜리 40g(1/5송이),브로컬리
블랙 5g),올리브
블랙올리브 2g,올리브
블랙올리브(3알),올리브
블랙올리브 파우더(약간),올리브
블랙초콜릿(83g),초콜릿
블랙타이거새우(8마리),새우
블루베리(5g),블루베리
블루베리(25g),블루베리
블루베리 30g(2큰술),블루베리
블루베리(6알),블루베리
블루베리(20g),블루베리
블루베리 30g,블루베리
블루베리(10g),블루베리
블루베리 10g,블루베리
블루베리 15g(1큰술),블루베리
블루베리 발효원종 550g,블루베리
(반죽재료) 블루베리 발효원종 250g,블루베리
"블루베리 20g
저지방우유 50g",블루베리 우유
블루베리잼 30g,블루베리
비빔밥: 쌀밥 210,쌀
비타민 5g,비타민
"비타민(5g)
유자드레싱 식초(2g)",비타민 유자 식초
비트 2.12g,비트
비트 10g(5cm),비트
비트가루 15g,비트
비트(40g),비트
비트 3.5g,비트
비트(2g),비트
비트(50g),비트
비트 40g,비트
비트 80g,비트
비트 10g,비트
비트 5g(1작은술),비트
비트(100g),비트
비트(30g),비트
비트(15g),비트
비트(10g),비트
비트(20g),비트
"비트 2g
국물 : 절임물 100g",비트
비트 10 드레싱: 발사믹식초 5,비트 발사믹식초
빨간 파프리카 5g,파프리카
빨간 파프리카 10g,파프리카
빨간파프리카 20g,파프리카
빨강 각 1개),""
빨강 파프리카(25g),파프리카
빨강 파프리카 3g,파프리카
빨강 파프리카 3g(3×1cm),파프리카
빨강 파프리카 5g(5×1cm),파프리카
빨강 파프리카(20g),파프리카
"빨강 파프리카 10g(5ⅹ3cm)
●유자 드레싱 : 유자청 25g(1⅔큰술)",파프리카 유자
빨강파프리카 5g,파프리카
빨강파프리카 20g,파프리카
빵가루(5g),빵
빵가루 3g,빵
빵가루 5g,빵
빵가루(60g),빵
빵가루(200g),빵
빵가루(30g),빵
빵가루(50g),빵
빵가루(20g),빵
빵가루 4g,빵
빵가루(10g),빵
빵가루(500g),빵
빵가루 25g,빵
빵가루(80g),빵
빵가루 10g,빵
빵가루 4.5g,빵
"빵가루(7g)
•소스 : 마른고추(3g)",빵 고추
"빵가루(20g)
튀김기름(400g)
- 소스 : 삶은 달걀(50g)",빵 기름 달걀
"빵가루(20g)
튀김기름(400g)
- 소스 : 칠리소스(50g)",빵 기름 고추
빵가루 4g[크루퉁]파슬리다진것 2g,빵 파슬리
뽕잎가루(10g),뽕잎
"뽕잎가루(20g)
치자가루(10g)",뽕잎 치자
"뽕잎국수(20g)
치자국수(20g)",뽕잎국수 치자국수
사각 라이스페이퍼(8장),라이스페이퍼
사골육수(800g),사골
사골육수(400g),사골
사과 50g,사과
사과 25g,사과
사과 70g,사과
사과작은것 95g,사과
사과 20g,사과
사과(100g),사과
사과(1/4개),사과
사과 8g,사과
사과(1/4개=60g),사과
사과(10g),사과
사과(150g),사과
사과 80g,사과
사과 100g,사과
사과(30g),사과
사과(80g),사과
사과 50g(1/3개),사과
사과(20g),사과
사과 4.5g,사과
사과 60g,사과
사과 5g,사과
사과 80g(1/3개),사과
사과 30g(1/5개),사과
사과(50g),사과
사과 20g(1/8개),사과
사과 30g,사과
사과(60g),사과
사과(1/2개),사과
사과 1.5g,사과
사과(½개),사과
사과 10g,사과
사과(5g),사과
사과 2.2g,사과
"사과(20g)
설탕(10g)",사과 설탕
"사과 60g(1/3개)
●소스 :양파 40g(1/5개)",사과 양파
"사과(20g)
오이(20g)",사과 오이
"사과(20g)
케첩(20g)",사과 토마토
사과식초(1t),식초
사과식초 2.5g,식초
사과식초 2.5,식초
사과식초 1.25g,식초
사과식초(10g),식초
사과식초(30g),식초
사과식초(15g),식초
사과식초(20g),식초
사과식초 5g(1/2작은술),식초
사과종 30ml,사과
사과종 45ml,사과
사과주스(50g),사과
사과주스 3.8g,사과
사과주스 5g,사과
사과주스 10g,사과
사과쥬스 4g,사과
사과즙 300g(1/2컵),사과
사워크림 30g,사워크림
사워크림 3g,사워크림
사워크림(50g),사워크림
사워크림 2g,사워크림
사워크림(20g),사워크림
사워크림 15g,사워크림
사이다 0.5g,사이다
사이다 50g,사이다
산딸기 20g,산딸기
산마 10g,마
산마(100g),마
살사소스(1Ts),살사소스
삼겹살(150g),돼지고기
[ 2인분 ] 삼겹살(200g),돼지고기
삼겹살 200g,돼지고기
[ 2인분 ] 삼겹살(900g),돼지고기
삼겹살(100g),돼지고기
삼계탕 티백(70g),돼지고기
삼계탕 육수(100㎖),삼계탕육수
삼계탕 육수(30㎖),삼계탕육수
삼계탕용 닭(250g),닭
삼색파프리카(30g),파프리카
삼색파프리카(80g),파프리카
삼색파프리카(20g),파프리카
삼치(150g),삼치
삼치 200g,삼치
삼치(75g),삼치
삼치 50g,삼치
상추 5g,상추
상추(2장),상추
상추 30g,상추
[ 2인분 ] 상추(3장),상추
상추 10g,상추
상추 15g,상추
상추 6g,상추
상추 7g [소스소개] 저나트륨된장소스:된장 1.6g,상추 된장
상추/로메인 60g,상추
새뱅이 30g,버섯
새송이(50g),버섯
새송이(30g),버섯
새송이 버섯 30g,버섯
새송이버섯(50g),버섯
새송이버섯(25g),버섯
새송이버섯(10g),버섯
새송이버섯(1/2개),버섯
새송이버섯(40g),버섯
[ 2인분 ] 새송이버섯(1개),버섯
새송이버섯 15g,버섯
새송이버섯 20g,버섯
새송이버섯(1개),버섯
새송이버섯 40g,버섯
새송이버섯(20g),버섯
새송이버섯 10g,버섯
새송이버섯(5g),버섯
새송이버섯 40,버섯
새송이버섯(100g),버섯
새송이버섯(80g),버섯
새송이버섯(15g),버섯
새송이버섯(3개),버섯
새송이버섯 24g,버섯
새송이버섯 15g(3개),버섯
"새송이버섯(15g)
부추(10g)",버섯 부추
"새송이버섯(30g)
양념 참기름(15g)",버섯 참기름
"새송이버섯(17g)
양파(25g)",버섯 양파
"새송이버섯(20g)
표고버섯(20g)",버섯
"새송이버섯(20g)
표고버섯(30g)",버섯
"새송이버섯 20g
함초 30g",버섯 함초
새송이벗서 15g,버섯
새싹(1g),새싹
새싹(20g),새싹
새싹(10g),새싹
"새싹(20g)
밥 밑간 참기름(5g)",새싹 밥 참기름
"새싹(8g)
오렌지소스 오렌지(200g)",새싹 오렌지
새싹채소(0.1g),새싹
새싹채소(50g),새싹
새싹채소 5g,새싹
새싹채소 2.8g,새싹
"새싹채소(10g)
양념 후춧가루(3g)",새싹 후춧
"새싹채소(20g)
완두콩드레싱 삶은 완두콩(30g)",새싹 완두콩
새우 15g,새우
새우(¾컵),새우
새우(20g),새우
새우 10g(3마리),새우
새우(60g),새우
새우 5g,새우
새우(6마리),새우
새우 60g,새우
새우(8마리),새우
새우(2마리),새우
새우(4마리),새우
새우 12g,새우
새우가루(15g),새우
새우 35g,새우
새우(50g),새우
새우(100g),새우
새우(3마리),새우
새우 13g,새우
새우가루 5g,새우
새우(대하) 30g,새우
새우(5마리),새우
새우 20g,새우
새우(25g),새우
새우(40g),새우
새우(4마리) 고추기름(1Ts),새우 고추
새우 살 40g,새우
"새우(20g)
- 소스 : 양파(20g)",새우 양파
새우다진것 25g,새우
새우(대하,새우
"새우두부계란찜
연두부 75g(3/4모)",새우 두부 계란
새우살(½컵),새우
새우살 70g,새우
새우살(20g),새우
새우살 30g,새우
냉동 새우살(90g),새우
냉동 새우살(20g),새우
새우살(80g),새우
새우살 20g,새우
새우살(120g),새우
새우살 13g,새우
새우살다진것 10g,새우
새우젓(5g),새우젓
새우젓(2g),새우젓
새우젓(0.5g),새우젓
새우젓 0.5g,새우젓
새우젓 0.75,새우젓
새우젓 2.5,새우젓
새우젓(0.5Ts),새우젓
"새우젓(5g)
육수 대파(10g)",새우젓 대파
새우젓국 15g(1큰술),새우젓
새우젓국물 2g,새우젓
샐러리 10g,샐러리
샐러리 4g,샐러리
샐러리(1/2개),샐러리
샐러리(30g),샐러리
샐러리(20g),샐러리
샐러리 7.5g,샐러리
샐러리 40g,샐러리
샐러리(10g),샐러리
샐러리 3g,샐러리
샐러리 5g,샐러리
샐러리 20g >[소스소개] 저나트륨내채소스:대추 1g,샐러리 대추
샐러리 1cm 정사각형 7g,샐러리
샐러리 채친것 3g,샐러리
샐러리다진것 5g,샐러리
샐러리다진것 2g,샐러리
샐러리잎 2.5g,샐러리
생 표고버섯 40,버섯
생 표고버섯 15g,버섯
생강 0.5g,생강
생강가루(5g),생강
생강(1톨),생강
생강(20g),생강
생강(3g),생강
생강(10g),생강
다진 생강 0.65g,생강
생강(2g),생강
생강 20g,생강
생강가루(0.5Ts),생강
생강(0.5g),생강
생강 1g,생강
생강 2g,생강
생강가루 2g,생강
다진 생강 1g,생강
생강가루(1g),생강
다진 생강(3g),생강
다진 생강(2g),생강
생강(2.5g),생강
다진 생강 5g(1작은술),생강
다진 생강 0.5g,생강
다진생강 3g,생강
생강가루(2g),생강
다진 생강(5g),생강
생강 1.5g,생강
생강 10g,생강
생강 5g,생강
다진생강 1g,생강
생강(0.1g),생강
생강(1g),생강
생강 3g,생강
생강 50g,생강
다진생강(5g),생강
생강 0.2g,생강
생강 3,생강
생강(5g),생강
"생강(1g)
•다시마 육수 : 물(200g)",생강 다시마
"생강(10g)
물녹말(녹말 10g",생강 녹말
"생강(5g)
쇠고기(5g)",생강 쇠고기
"생강(0.5g)
•양념 : 소금(0.1g)",생강
"다진생강(2g)
•양념 : 소금(2g)",생강
"생강 15g
양념장 : 맛간장 25g",생강 간장
"생강(5g)
정종(10g)",생강 정종
"생강(5g)
정종(5g)",생강 정종
"다진 생강(5g)
후춧가루(0.03g)",생강 후추
생강다진것 2g,생강
생강다진것 5g,생강
생강다진것 1g,생강
생강즙 1.25g,생강
생강즙 2g,생강
생강즙 3g,생강
생강즙 0.5g,생강
생강즙 1g,생강
생강즙 3g(2/3작은술),생강
생강즙 2.4g,생강
생강즙 5g(1작은술),생강
생강즙 4g,생강
생강즙 0.25,생강
"생강즙(10g)
카레가루(30g)",생강 카레
생강청 10g,생강
생강청 30g,생강
생강청 25g,생강
생강청 15g,생강
생강청 50g,생강
"생강청 15g
소스 : 씨겨자 15g",생강 겨자
"생강청 15g
올리고당 15g",생강 올리고당
생김(5g),김
생면 80g,면
생모짜렐라치즈(20g),치즈
생모짜렐라치즈(15g),치즈
생밤 10g,밤
생새우(45g),새우
생선살(100g),생선
생선살(150g),생선
생선육수 3g,생선
생수(150g),""
생이스트 8g,이스트
생이스트 10g,이스트
생치즈(20g),치즈
생크림 10g,생크림
생크림 10g(2작은술),생크림
생크림 50g,생크림
생크림 50ml,생크림
생크림(20g),생크림
생크림 3g,생크림
생크림(30g),생크림
생크림 13g(1큰술),생크림
생크림 2g,생크림
생크림 13g,생크림
생크림(16g),생크림
생크림(25g),생크림
생크림 30g,생크림
생크림(230㎖),생크림
생크림 25g,생크림
생크림(75g),생크림
생크림 5g,생크림
생크림 20g,생크림
생크림(100g),생크림
생크림,생크림
생크림(10g),생크림
생크림(⅔컵),생크림
생크림 250g,생크림
생크림(1컵),생크림
생크림(200g),생크림
생크림 2.6g,생크림
생크림(50g),생크림
생크림 적당량,생크림
생크림(210g),생크림
생크림(37g),생크림
생크림(40g),생크림
생크림(15g),생크림
생크림(60g),생크림
"생크림(20g)
- 곁들임채소 : 당근(20g)",생크림 당근
"생크림(20g)
- 곁들임채소 : 적양배추(20g)",생크림 양배추
"생크림(20g)
달걀(10g)",생크림 달걀
"생크림(10g)
다진 땅콩(20g)",생크림 땅콩
"생크림(20g)
브로컬리(30g)",생크림 브로컬리
"생크림(10g)
설탕(10g)",생크림 설탕
"생크림 50g
수제조미료 10g",생크림
"생크림(20g)
양송이(20g)",생크림 버섯
"생크림(20g)
연두부(30g)",생크림 두부
"생크림(20g)
요구르트(20g)",생크림 요구르트
"생크림(20g)
- 육수 : 조개(30g)",생크림 조개
생표고버섯 16g,버섯
생표고버섯(5개),버섯
생표고버섯 15g,버섯
서리태 30g,콩
서리태 20g,콩
석류(20g),석류
석류 원액(3g),석류
석류주스(200g),석류
석류즙 10g(2작은술),석류
석박지(35g),깍두기
설탕 32g,설탕
설탕 30g,설탕
설탕 10g,설탕
설탕(50g),설탕
설탕(15g),설탕
설탕 5g(1작은술),설탕
설탕(100g),설탕
