부추 콩가루 찜,부추 콩가루 찜,"['', '참기름', '참깨', '부추', '마늘', '대파', '고추']","['Chilly', 'Other grains', 'Chives', 'Green onion', 'Garlic']"
고구마 공갈빵,고구마 공갈빵,"['', '이스트', '밀', '버터', '소금', '우유']","['Wheat', 'Milk', 'Butter']"
검은콩 크림빵,검은콩 크림빵,"['', '이스트', '올리브오일', '밀', '콩', '소금', '계란', '크랜베리', '우유', '호두']","['Other fruits', 'Beans', 'Other seasonings', 'Milk', 'Walnut', 'Wheat', 'Eggs']"
오이 소르베,오이 소르베,"['', '오이', '셀러리', '과일', '요거트', '아가베']","['Other herbage crop', 'Cucumber', 'Other fruits']"
리코타치즈 카프레제,리코타치즈 카프레제,"['', '토마토', '올리브오일', '발사믹식초', '우유']","['Tomato', 'Milk']"
연두부 카프레제,연두부 카프레제,"['토마토', '올리브오일', '두부', '참기름', '양파', '간장', '마늘', '치즈', '깻잎']","['Beans', 'Other seasonings', 'Tomato', 'Onion', 'Other grains', 'Other herbage crop', 'Cheese', 'Garlic']"
연두부 토마토,연두부 토마토,"['토마토', '사과', '치즈', '두부', '발사믹식초', '새싹', '요거트']","['Beans', 'Other seasonings', 'Tomato', 'Cheese', 'Apple']"
들깨삼겹살과 참외쌈장,들깨삼겹살과 참외쌈장,"['', '들깨', '파', '후추', '참외', '참기름', '양파', '부추', '참깨', '마늘', '고추', '된장', '견과류', '돼지고기']","['Other fruits', 'Pork', 'Beans', 'Other seasonings', 'Onion', 'Chilly', 'Other grains', 'Chives', 'Green onion', 'Garlic']"
돼지고기 포두부 파스타,돼지고기 포두부 파스타,"['새우', '닭', '후추', '올리브오일', '양파', '고추장', '마늘', '대파', '고추', '두부', '돼지고기', '식초']","['Other shellfish', 'Pork', 'Beans', 'Other seasonings', 'Chilly', 'Onion', 'Green onion', 'Shrimp', 'Garlic', 'Chicken']"
단호박 양파잼 샌드위치,단호박 양파잼 샌드위치,"['꿀', '상추', '후추', '포도', '아몬드', '자두', '식빵', '양파', '소금', '치즈', '단호박', '계란', '우유']","['Other fruits', 'Milk', 'Onion', 'Other herbage crop', 'Almond', 'Wheat', 'Eggs', 'Cheese', 'Other fruiting vegetables', 'Butter']"
시금치크림치즈 빵,시금치크림치즈 빵,"['', '시금치', '이스트', '올리브오일', '후추', '사과', '밀', '참깨', '소금', '마늘', '치즈', '계란']","['Other grains', 'Wheat', 'Cheese', 'Eggs', 'Garlic', 'Apple']"
무말랭이김치,무말랭이김치,"['', '설탕', '레몬', '오이', '당근', '무', '식초', '후추 고수 고추']","['Radish', 'Other fruits', 'Chilly', 'Other herbage crop', 'Cucumber']"
코울슬로샐러드,코울슬로샐러드,"['', '설탕', '양파', '양배추', '식초', '파프리카']","['Other herbage crop', 'Other fruiting vegetables', 'Onion']"
마들깨미역국,마들깨미역국,"['', '들깨', '참기름', '다시마', '마', '마늘', '미역']","['Garlic', 'Other grains', 'Other root vegetables', 'Other seafood']"
바지락맑은국,바지락맑은국,"['', '바지락', '대파', '고추', '버섯', '무']","['Radish', 'Other shellfish', 'Green onion', 'Chilly']"
통배추 겉절이,통배추 겉절이,"['홍시', '', '쪽파', '참기름', '마늘', '배추', '고추', '깨', '젓갈']","['Other fruits', 'Chilly', 'Other grains', 'Other herbage crop', 'Green onion', 'Garlic']"
포니언 스프,포니언 스프,"['', '후추', '양파', '소금', '감자', '빵', '우유']","['Milk', 'Onion', 'Potato', 'Wheat', 'Eggs', 'Butter']"
가지 탕수육,가지 탕수육,"['후추', '가지', '밀', '올리고당', '간장', '소금', '고추', '전분', '식용유', '두부', '돼지고기', '식초']","['Pork', 'Beans', 'Other seasonings', 'Chilly', 'Wheat', 'Other fruiting vegetables']"
토마토소스 애호박냉파스타,토마토소스 애호박냉파스타,"['', '꿀', '토마토', '올리브', '오이', '올리브오일', '참외', '애호박', '양파', '간장', '바질', '마늘', '소금', '고추', '식초']","['Other fruits', 'Beans', 'Other seasonings', 'Tomato', 'Onion', 'Chilly', 'Other herbage crop', 'Other fruiting vegetables', 'Garlic', 'Cucumber']"
새우채소 김치롤,새우채소 김치롤,"['', '오이', '식용유', '맛살', '무순', '계란', '깻잎', '새우', '김치', '파프리카']","['Radish', 'Other shellfish', 'Chilly', 'Other herbage crop', 'Eggs', 'Other fruiting vegetables', 'Shrimp', 'Cucumber']"
떡순이 두부쌈,떡순이 두부쌈,"['', '부추', '소고기', '양배추', '식용유', '어묵', '파프리카']","['Chives', 'Beef', 'Other herbage crop', 'Other fruiting vegetables', 'Other fish', 'Shrimp']"
두부샐러드 메밀김밥,두부샐러드 메밀김밥,"['', '레몬', '오이', '당근', '사과', '두부', '참기름', '양파', '간장', '족발', '치즈', '김', '깻잎']","['Other fruits', 'Beans', 'Other seasonings', 'Onion', 'Other grains', 'Other herbage crop', 'Cheese', 'Apple', 'Cucumber']"
토마토채소스프와 연어소바찜,토마토채소스프와 연어소바찜,"['토마토', '당근', '양파', '마늘', '소금', '메밀면', '월계수', '연어', '무']","['Buckwheat', 'Radish', 'Tomato', 'Onion', 'Wheat', 'Other fish', 'Garlic']"
참나물무말이 물김치,참나물무말이 물김치,"['', '레몬', '설탕', '참나물', '사과', '마늘', '고추', '무', '식초']","['Radish', 'Other fruits', 'Chilly', 'Other herbage crop', 'Garlic', 'Apple']"
소고기 무국,소고기 무국,"['숙주', '', '파', '간장', '소고기', '버섯', '무']","['Radish', 'Beans', 'Other seasonings', 'Beef', 'Green onion']"
매운락교무침,매운락교무침,"['', '설탕', '락교', '쪽파', '참기름', '참깨']","['Other grains', 'Green onion']"
채소초밥,채소초밥,"['미향', '설탕', '레몬', '우엉', '애호박', '파래', '다시마', '버섯', '쌀', '식초', '파프리카']","['Other fruits', 'Other root vegetables', 'Other seafood', 'Other fruiting vegetables', 'Rice']"
꽃게바지락찌개,꽃게바지락찌개,"['게', '', '바지락', '애호박', '양파', '다시마', '간장', '고추장', '콩나물', '대파', '고추', '멸치', '된장', '무']","['Other shellfish', 'Radish', 'Beans', 'Other seasonings', 'Other seafood', 'Onion', 'Chilly', 'Other fruiting vegetables', 'Green onion', 'Other fish', 'Crab']"
새뱅이찌개,새뱅이찌개,"['', '파', '호박', '밀', '쑥갓', '다시마', '양파', '고추장', '마늘', '소금', '고추', '간장', '버섯', '무']","['Radish', 'Beans', 'Other seasonings', 'Other seafood', 'Onion', 'Chilly', 'Other herbage crop', 'Wheat', 'Other fruiting vegetables', 'Green onion', 'Garlic']"
황태미역국,황태미역국,"['', '다시마', '간장', '마늘', '대파', '미역', '버섯']","['Beans', 'Other seasonings', 'Other seafood', 'Green onion', 'Garlic']"
매실입은가지닭볶음탕,매실입은가지닭볶음탕,"['', '파', '매실', '닭', '가지', '올리고당', '참기름', '간장', '마늘', '미림', '대두유', '식초']","['Other fruits', 'Beans', 'Other seasonings', 'Other grains', 'Soy milk', 'Other fruiting vegetables', 'Green onion', 'Garlic', 'Chicken']"
홍시잼 식빵,홍시잼 식빵,"['', '레몬', '이스트', '밀', '소금', '계란', '우유']","['Other fruits', 'Eggs', 'Wheat', 'Milk']"
콩가루 소보로,콩가루 소보로,"['', '이스트', '베이킹파우더', '아몬드', '밀', '콩', '계란', '코코넛', '크랜베리', '우유']","['Other fruits', 'Beans', 'Other seasonings', 'Milk', 'Almond', 'Wheat', 'Eggs', 'Green onion']"
곤약 가스,곤약 가스,"['토마토', '설탕', '땅콩', '곤약', '아몬드', '밀', '식용유', '양파', '간장', '마늘', '미림', '발사믹식초', '채소 육수']","['Beans', 'Other seasonings', 'Tomato', 'Onion', 'Other herbage crop', 'Almond', 'Wheat', 'Peanut', 'Garlic']"
두부크림 관자뇨키,두부크림 관자뇨키,"['관자', '생크림', '후추', '양파', '바질', '마늘', '치즈', '고추', '두부', '새우', '조개', '우유']","['Other shellfish', 'Beans', 'Other seasonings', 'Milk', 'Onion', 'Chilly', 'Other herbage crop', 'Cheese', 'Shrimp', 'Garlic', 'Other dairy products']"
토마토 해물누룽지탕,토마토 해물누룽지탕,"['', '토마토', '후추', '청경채', '식용유', '양파', '간장', '마늘', '소고기', '고추', '대파', '멸치', '버섯', '깻잎', '새우', '홍합', '쌀']","['Other shellfish', 'Beans', 'Other seasonings', 'Tomato', 'Onion', 'Chilly', 'Beef', 'Other herbage crop', 'Green onion', 'Other fish', 'Shrimp', 'Garlic', 'Mussel', 'Rice']"
"삼색나물, 토마토양념장","삼색나물, 토마토양념장","['꿀', '시금치', '토마토', '고사리', '참기름', '양파', '고추장', '마늘', '도라지', '소금', '식초']","['Beans', 'Other seasonings', 'Tomato', 'Chilly', 'Onion', 'Other grains', 'Other root vegetables', 'Garlic']"
삼색 브레드 스틱,삼색 브레드 스틱,"['', '이스트', '당근', '밀', '버터', '참나물', '소금', '견과류', '식용유', '연근']","['Other herbage crop', 'Wheat', 'Other root vegetables', 'Butter']"
양배추말이 김치,양배추말이 김치,"['', '시금치', '오이', '당근', '간장', '고추', '양배추', '식초']","['Beans', 'Other seasonings', 'Chilly', 'Other herbage crop', 'Cucumber']"
단호박 양고기볶음,단호박 양고기볶음,"['', '양고기', '올리브오일', '호박', '콜리플라워', '머스터드', '고구마', '양파', '바질', '마늘']","['Onion', 'Other herbage crop', 'Other fruiting vegetables', 'Lamb', 'Garlic', 'Sweet potato']"
채소 프리타타,채소 프리타타,"['', '상추', '올리브오일', '호박', '식용유', '소금', '배추', '치즈', '근대', '버섯', '새싹', '우유']","['Other herbage crop', 'Cheese', 'Milk', 'Other fruiting vegetables']"
고등어 라따뚜이 파스타,고등어 라따뚜이 파스타,"['', '무', '가지', '애호박', '식용유', '두부', '바질', '대파', '고추', '버섯', '가다랑어포', '시래기']","['Radish', 'Beans', 'Other seasonings', 'Chilly', 'Other herbage crop', 'Other fruiting vegetables', 'Green onion', 'Other fish']"
홍시에이드,홍시에이드,"['홍시', '', '배', '사이다']",['Other fruits']
낙지묵은지콩나물국,낙지묵은지콩나물국,"['낙지', '간장', '마늘', '대파', '콩나물', '고추', '멸치', '무', '대두유', '묵은지', '쌀']","['Radish', 'Garlic', 'Beans', 'Other seasonings', 'Chilly', 'Soy milk', 'Green onion', 'Other fish', 'Rice', 'Other mollusks']"
자색고구마 버터크림 빵,자색고구마 버터크림 빵,"['', '이스트', '밀', '버터', '고구마', '소금', '계란', '바나나']","['Wheat', 'Eggs', 'Butter', 'Banana', 'Sweet potato']"
치아바타 피자빵,치아바타 피자빵,"['', '로즈마리', '밀', '식용유', '양파', '소금', '버섯', '블루베리', '파프리카']","['Other herbage crop', 'Wheat', 'Other fruiting vegetables', 'Onion']"
코코넛워터 토마토카레,코코넛워터 토마토카레,"['', '파슬리', '토마토', '닭', '올리브오일', '후추', '당근', '강황', '올리고당', '양파', '소금', '마늘', '감자', '요거트', '코코넛', '우유', '쌀']","['Tomato', 'Milk', 'Onion', 'Potato', 'Rice', 'Garlic', 'Chicken']"
치즈 단호박,치즈 단호박,"['꿀', '파슬리', '호박', '아몬드', '치즈', '맛술', '계란', '우유']","['Milk', 'Almond', 'Cheese', 'Eggs', 'Other fruiting vegetables']"
강황 투움바 파스타,강황 투움바 파스타,"['', '파슬리', '토마토', '바게트', '후추', '올리브오일', '생크림', '두유', '파스타면', '양파', '다시마', '바질', '마늘', '강항', '고추', '버섯', '무']","['Radish', 'Tomato', 'Other seafood', 'Onion', 'Chilly', 'Other herbage crop', 'Wheat', 'Eggs', 'Garlic', 'Other dairy products']"
깻잎 쌈두부 라자냐,깻잎 쌈두부 라자냐,"['', '토마토', '후추', '청경채', '포도', '오레가노', '양파', '마늘', '소고기', '배추', '치즈', '월계수', '소금', '식용유', '깻잎']","['Other fruits', 'Tomato', 'Onion', 'Other grains', 'Beef', 'Other herbage crop', 'Cheese', 'Garlic']"
코다리 뿌리채소 들깨탕,코다리 뿌리채소 들깨탕,"['들깨', '후추', '우엉', '호박', '쑥갓', '양파', '다시마', '마늘', '대파', '코다리', '고추', '멸치', '소금', '버섯', '연근', '무', '생강']","['Radish', 'Other seafood', 'Onion', 'Chilly', 'Other grains', 'Other herbage crop', 'Other fruiting vegetables', 'Green onion', 'Other root vegetables', 'Garlic', 'Other fish']"
찹쌀 흰살 생선찜,찹쌀 흰살 생선찜,"['파', '후추', '새우젓', '마늘', '대파', '배추', '고추', '월계수', '맛술', '새우', '가자미', '식초', '쌀']","['Other shellfish', 'Chilly', 'Other herbage crop', 'Green onion', 'Shrimp', 'Other fish', 'Garlic', 'Rice']"
깻잎퓌레를 곁들인 삼치새우,깻잎퓌레를 곁들인 삼치새우,"['', '생크림', '설탕', '후추', '청경채', '로즈마리', '올리브오일', '버터', '우유', '삼치', '소금', '감자', '식용유', '깻잎', '새우', '꽃', '전분', '쌀']","['Other shellfish', 'Milk', 'Other herbage crop', 'Potato', 'Other fish', 'Butter', 'Shrimp', 'Rice', 'Other dairy products']"
참나물페스토 파스타,참나물페스토 파스타,"['', '토마토', '올리브오일', '참나물', '잣']","['Tomato', 'Other herbage crop']"
카레삼겹살 파니니,카레삼겹살 파니니,"['꿀', '토마토', '상추', '미나리', '올리브오일', '후추', '강황', '양파', '아보카도', '간장', '마늘', '대파', '고추', '빵', '요거트 꿀', '돼지고기']","['Pork', 'Beans', 'Other seasonings', 'Tomato', 'Milk', 'Onion', 'Chilly', 'Other herbage crop', 'Wheat', 'Eggs', 'Green onion', 'Butter', 'Garlic']"
어린잎채소 건두부말이,어린잎채소 건두부말이,"['', '후추', '올리브오일', '마늘', '치즈', '견과류', '두부', '새싹']","['Garlic', 'Cheese', 'Beans', 'Other seasonings']"
해산물 완자볼을 곁들인 양장피 콩국수,해산물 완자볼을 곁들인 양장피 콩국수,"['', '면', '계란', '올리브오일', '오징어', '당근', '식용유', '참기름', '양파', '피망', '맛살', '버섯', '딜', '파프리카']","['Onion', 'Other grains', 'Other herbage crop', 'Wheat', 'Eggs', 'Other fruiting vegetables', 'Other mollusks']"
토마토 채소 계란찜,토마토 채소 계란찜,"['토마토', '생크림', '후추', '양파', '그린빈스', '브로컬리', '치즈', '마늘', '계란']","['Tomato', 'Onion', 'Other herbage crop', 'Cheese', 'Eggs', 'Garlic', 'Other dairy products']"
배 깍두기,배 깍두기,"['쪽파', '배', '액젓', '마늘', '고추']","['Other fruits', 'Beans', 'Other seasonings', 'Chilly', 'Green onion', 'Garlic']"
바지락가자미완탕국,바지락가자미완탕국,"['', '무', '후추', '바지락', '쑥갓', '양파', '마늘', '대파', '고추', '버섯', '두부', '가자미', '전분']","['Other shellfish', 'Radish', 'Beans', 'Other seasonings', 'Onion', 'Chilly', 'Other herbage crop', 'Green onion', 'Other fish', 'Garlic']"
저염보쌈김치,저염보쌈김치,"['', '설탕', '미나리', '생강', '배', '양파', '멸치액젓', '잣', '배추', '마늘', '고추', '소금', '멸치', '버섯', '밤', '대추', '파프리카']","['Other fruits', 'Beans', 'Other seasonings', 'Onion', 'Chilly', 'Other herbage crop', 'Other fruiting vegetables', 'Other fish', 'Garlic']"
새우게살 파프리카롤,새우게살 파프리카롤,"['', '파', '올리브', '후추', '올리고당', '머스터드', '아보카도', '마늘', '치즈', '맛살', '새우', '요거트', '파프리카']","['Other shellfish', 'Cheese', 'Green onion', 'Shrimp', 'Other fruiting vegetables', 'Garlic']"
콩국물소스를 곁들인 게살 냉채,콩국물소스를 곁들인 게살 냉채,"['게', '꿀', '수박', '후추', '올리브오일', '가지', '우유', '브로컬리', '소금', '두부', '적채']","['Other fruits', 'Beans', 'Other seasonings', 'Milk', 'Other herbage crop', 'Other fruiting vegetables', 'Crab']"
방아잎 닭고기말이,방아잎 닭고기말이,"['', '파슬리', '아스파라거스', '토마토', '닭', '올리브오일', '스테이크시즈닝', '사과', '양파', '간장', '잣', '치즈', '마늘', '대파', '아보카도 마요네즈', '방아', '요거트']","['Beans', 'Other seasonings', 'Tomato', 'Onion', 'Other herbage crop', 'Cheese', 'Eggs', 'Green onion', 'Garlic', 'Apple', 'Chicken']"
새우 카레 빠에야,새우 카레 빠에야,"['', '파슬리', '토마토', '후추', '강황', '양파', '다시마', '마늘', '황태', '새우', '쌀']","['Other shellfish', 'Tomato', 'Other seafood', 'Onion', 'Other fish', 'Shrimp', 'Garlic', 'Rice']"
오징어 가라아게&칠리소스,오징어 가라아게&칠리소스,"['', '설탕', '오징어', '밀', '마늘', '대파', '고추', '전분', '계란', '식초']","['Garlic', 'Chilly', 'Wheat', 'Eggs', 'Green onion', 'Other mollusks']"
토마토 채소 가지롤,토마토 채소 가지롤,"['', '파', '올리브오일', '후추', '가지', '애호박', '양파', '마늘', '소금', '고추', '버섯']","['Chilly', 'Onion', 'Other fruiting vegetables', 'Green onion', 'Garlic']"
콜라비 깍두기,콜라비 깍두기,"['', '쪽파', '액젓', '양파', '고추', '콜라비', '생강']","['Beans', 'Other seasonings', 'Onion', 'Chilly', 'Green onion']"
비타 오이 물김치,비타 오이 물김치,"['설탕', '미나리', '오이', '당근', '배', '고추', '무', '식초', '파프리카']","['Radish', 'Other fruits', 'Chilly', 'Other fruiting vegetables', 'Cucumber']"
감자미역국,감자미역국,"['', '참기름', '간장', '마늘', '감자', '미역']","['Beans', 'Other seasonings', 'Other seafood', 'Other grains', 'Potato', 'Garlic']"
청경채 김치,청경채 김치,"['', '청경채', '간장', '마늘', '고추', '쌀']","['Beans', 'Other seasonings', 'Chilly', 'Rice', 'Garlic']"
두부 새우볼,두부 새우볼,"['파슬리', '후추', '밀', '버터', '식용유', '양파', '소금', '버섯', '두부', '새우', '우유', '생강']","['Other shellfish', 'Beans', 'Other seasonings', 'Milk', 'Onion', 'Wheat', 'Shrimp', 'Butter']"
소고기육전과 전복내장소스,소고기육전과 전복내장소스,"['후추', '쪽파', '밀', '식용유', '참기름', '간장', '고추', '쇠고기', '전복', '맛술', '계란', '새우', '식초', '생강']","['Other shellfish', 'Beans', 'Other seasonings', 'Abalone', 'Chilly', 'Other grains', 'Beef', 'Wheat', 'Eggs', 'Green onion', 'Shrimp']"
라이스페이퍼 수제소시지,라이스페이퍼 수제소시지,"['후추', '쌀', '파프리카', '새우젓', '양파', '간장', '마늘', '라이스페이퍼', '고추', '버섯', '돼지고기', '커민', '스테비아']","['Pork', 'Beans', 'Other seasonings', 'Onion', 'Chilly', 'Other fruiting vegetables', 'Shrimp', 'Rice', 'Garlic']"
치즈토마토 가지구이,치즈토마토 가지구이,"['', '토마토', '올리브오일', '쌈장', '가지', '양파', '바질', '마늘', '치즈', '버섯', '돼지고기', '파프리카']","['Pork', 'Beans', 'Other seasonings', 'Tomato', 'Chilly', 'Onion', 'Other herbage crop', 'Cheese', 'Other fruiting vegetables', 'Garlic']"
묵은지 밀푀유나베,묵은지 밀푀유나베,"['', '북어', '배추', '소고기', '콩나물', '깻잎', '묵은지']","['Beans', 'Other seasonings', 'Chilly', 'Other herbage crop', 'Beef', 'Other fish']"
생선까스&타르타르소스,생선까스&타르타르소스,"['', '계란', '후추', '밀', '양파', '명태', '고추', '식용유', '마요네즈']","['Chilly', 'Onion', 'Wheat', 'Eggs', 'Other fish']"
미옹 카레,미옹 카레,"['', '양파', '미역', '새우 밀', '식용유', '컬리플라워']","['Other seafood', 'Wheat', 'Shrimp', 'Onion']"
곤약 감자조림,곤약 감자조림,"['', '설탕', '곤약', '참기름', '다시마', '간장', '고추', '감자', '미림', '식초']","['Beans', 'Other seasonings', 'Other seafood', 'Chilly', 'Other grains', 'Potato']"
배추된장국,배추된장국,"['', '양파', '마늘', '대파', '배추', '고추', '멸치', '된장', '두부', '쌀', '생강']","['Beans', 'Other seasonings', 'Chilly', 'Onion', 'Other herbage crop', 'Green onion', 'Other fish', 'Rice', 'Garlic']"
한우굴라쉬,한우굴라쉬,"['', '토마토', '올리브오일', '후추', '밀', '버터', '양파', '마늘', '소금', '감자', '쇠고기', '월계수', '파프리카']","['Tomato', 'Onion', 'Potato', 'Beef', 'Wheat', 'Other fruiting vegetables', 'Butter', 'Garlic']"
요거트강화순무김치,요거트강화순무김치,"['쪽파', '마늘', '소금', '고추', '무', '요거트']","['Garlic', 'Radish', 'Green onion', 'Chilly']"
크림카레소스를 곁들인 함초두부스테이크,크림카레소스를 곁들인 함초두부스테이크,"['계란', '닭', '당근', '밀', '버터', '식용유', '양파', '간장', '강항', '마늘', '빵', '버섯', '함초 소금', '두부', '우유', '함초']","['Beans', 'Other seasonings', 'Other seafood', 'Milk', 'Onion', 'Wheat', 'Eggs', 'Butter', 'Garlic', 'Chicken']"
레몬등갈비구이,레몬등갈비구이,"['', '꿀', '후추', '로즈마리', '마늘', '돼지고기']","['Garlic', 'Other herbage crop', 'Pork']"
밀푀유 채소 웰링턴,밀푀유 채소 웰링턴,"['', '들깨', '토마토', '올리브오일', '청경채', '로즈마리', '후추', '다시마', '양파', '간장', '마늘', '소고기', '머스타드', '소금', '버섯', '우유', '전분']","['Beans', 'Other seasonings', 'Tomato', 'Other seafood', 'Milk', 'Onion', 'Other grains', 'Other herbage crop', 'Beef', 'Garlic']"
과일 먹은 닭탕수,과일 먹은 닭탕수,"['', '설탕', '레몬', '닭', '후추', '포도', '사과', '소금', '파인애플', '전분']","['Apple', 'Other fruits', 'Chicken']"
콜리플라워미역국,콜리플라워미역국,"['', '콜리플라워', '양파', '간장', '멸치', '미역', '버섯', '무', '새우']","['Radish', 'Other shellfish', 'Beans', 'Other seasonings', 'Other seafood', 'Onion', 'Other fish', 'Shrimp']"
구기자모듬장조림,구기자모듬장조림,"['메추리알', '파', '구기자', '곤약', '당근', '양파', '다시마', '간장', '마늘', '버섯', '돼지고기']","['Pork', 'Beans', 'Other seasonings', 'Other seafood', 'Onion', 'Green onion', 'Garlic']"
오미자저염나박김치,오미자저염나박김치,"['', '파', '레몬', '오이', '설탕', '당근', '오미자', '배추', '고추', '콜라비', '식초']","['Other fruits', 'Chilly', 'Other herbage crop', 'Green onion', 'Cucumber']"
메밀면 샐러드,메밀면 샐러드,"['', '토마토', '닭', '올리브오일', '당근', '양상추', '올리고당', '간장', '마늘', '메밀면', '새싹', '식초']","['Buckwheat', 'Beans', 'Other seasonings', 'Tomato', 'Other herbage crop', 'Wheat', 'Garlic', 'Chicken']"
치즈 두부 튀김,치즈 두부 튀김,"['고구마', '치즈', '빵', '식용유', '두부', '우유', '호두']","['Beans', 'Other seasonings', 'Milk', 'Walnut', 'Cheese', 'Eggs', 'Wheat', 'Butter', 'Sweet potato']"
단호박 라타투이,단호박 라타투이,"['토마토', '올리브오일', '후추', '호박', '가지', '양파', '오리고기', '마늘', '소금', '파프리카']","['Tomato', 'Onion', 'Other fruiting vegetables', 'Garlic', 'Duck']"
느타리버섯볶음,느타리버섯볶음,"['', '후추', '버섯', '간장', '피망', '맛살', '파프리카']","['Other fruiting vegetables', 'Beans', 'Other seasonings']"
닭고기 바비큐,닭고기 바비큐,"['토마토', '설탕', '닭', '로즈마리', '오레가노', '양파', '피망', '마늘', '바질', '버섯 양파', '타임', '파프리카']","['Tomato', 'Onion', 'Other herbage crop', 'Other grains', 'Other fruiting vegetables', 'Garlic', 'Chicken']"
닭고기 편육,닭고기 편육,"['', '꿀', '설탕', '닭 요구르트', '후추 간장', '참기름', '대파', '고추', '식용유']","['Beans', 'Chilly', 'Other grains', 'Green onion', 'Pepper', 'Chicken', 'Other dairy products']"
돼지고기 찹쌀부침,돼지고기 찹쌀부침,"['', '레디쉬', '후추', '마늘', '무순', '고추', '파인애플', '쌀 간장', '대파 된장', '깻잎', '돼지고기', '물엿']","['Radish', 'Other fruits', 'Pork', 'Beans', 'Other seasonings', 'Chilly', 'Other herbage crop', 'Green onion', 'Rice', 'Garlic']"
등심 배구이,등심 배구이,"['설탕', '오이', '후추 간장', '사과', '와사비', '배', '잣', '쇠고기', '식초', '식용유 포도']","['Other fruits', 'Beans', 'Beef', 'Apple', 'Cucumber', 'Pepper']"
버섯소스를 곁들인 돼지 등심 스테이크,버섯소스를 곁들인 돼지 등심 스테이크,"['', '파슬리', '후추', '포도', '밀', '버터', '식용유', '버섯', '돼지고기']","['Other fruits', 'Pork', 'Wheat', 'Butter']"
쇠고기 감자찜,쇠고기 감자찜,"['', '녹말 쇠고기 파', '설탕', '미나리', '후추', '참기름', '간장', '마늘', '감자', '쇠고기', '고추', '깨']","['Beans', 'Other seasonings', 'Chilly', 'Other grains', 'Potato', 'Beef', 'Green onion', 'Garlic']"
양송이버섯과 포도주스를 가미한 등심구이,양송이버섯과 포도주스를 가미한 등심구이,"['', '파슬리', '토마토', '설탕', '후추', '로즈마리', '포도', '오레가노', '바질', '마늘', '소금', '쇠고기', '월계수', '버섯', '타임']","['Other fruits', 'Tomato', 'Other herbage crop', 'Other grains', 'Beef', 'Garlic']"
비타 오이 물김치,비타 오이 물김치,"['설탕', '미나리', '오이', '당근', '배', '고추', '무', '식초', '파프리카']","['Radish', 'Other fruits', 'Chilly', 'Other fruiting vegetables', 'Cucumber']"
새우살토마토스튜,새우살토마토스튜,"['', '토마토', '후추', '당근', '애호박', '버터', '양파', '다시마', '소금', '새우']","['Other shellfish', 'Tomato', 'Other seafood', 'Onion', 'Other fruiting vegetables', 'Shrimp', 'Butter']"
견과류문어떡갈비,견과류문어떡갈비,"['파', '후추', '쌀', '문어', '아몬드', '밀', '배', '참기름', '마늘', '소고기', '잣', '식용유', '돼지고기', '떡', '대추', '호두']","['Other fruits', 'Pork', 'Garlic', 'Walnut', 'Other grains', 'Almond', 'Wheat', 'Beef', 'Green onion', 'Other fruiting vegetables', 'Rice', 'Other mollusks']"
배물김치,배물김치,"['', '설탕', '미나리', '배', '마늘', '감자', '고추', '생강']","['Garlic', 'Potato', 'Other fruits', 'Chilly']"
성주참외동치미,성주참외동치미,"['', '설탕', '참외', '배', '양파', '마늘', '대파', '고추', '소금', '식초', '생강']","['Other fruits', 'Chilly', 'Onion', 'Green onion', 'Garlic']"
애호박 순대,애호박 순대,"['계란', '당근', '애호박', '양파', '간장', '깻잎', '소고기', '감자', '버섯', '두부', '새우', '식초', '파프리카']","['Other shellfish', 'Beans', 'Other seasonings', 'Onion', 'Other herbage crop', 'Beef', 'Potato', 'Eggs', 'Other fruiting vegetables', 'Shrimp']"
버터치킨카레,버터치킨카레,"['', '고수', '생크림', '토마토', '닭', '바게트', '후추', '당근', '가람마살라', '버터', '양파', '정향', '마늘', '소금', '월계수', '커민', '요거트', '파프리카']","['Tomato', 'Butter', 'Onion', 'Other herbage crop', 'Other fruiting vegetables', 'Other root vegetables', 'Garlic', 'Chicken', 'Other dairy products']"
소고기찜과 검은콩수제비,소고기찜과 검은콩수제비,"['', '꿀', '소고기', '계란', '버섯', '가지', '당근', '배추', '고추', '맛술', '관자', '소금', '돼지감자', '단호박', '쌀', '청경채', '쪽파', '밀', '쑥갓', '콩', '간장', '새우']","['Other shellfish', 'Beans', 'Other seasonings', 'Chilly', 'Beef', 'Other herbage crop', 'Potato', 'Eggs', 'Other fruiting vegetables', 'Green onion', 'Rice', 'Wheat', 'Shrimp']"
케이준 스타일 닭고기 요리,케이준 스타일 닭고기 요리,"['닭', '후추', '로즈마리', '오레가노', '양파', '바질', '마늘', '고추', '식용유', '타임', '파프리카']","['Onion', 'Chilly', 'Other herbage crop', 'Other grains', 'Other fruiting vegetables', 'Garlic', 'Chicken']"
헝가리안 폭찹,헝가리안 폭찹,"['', '고수', '사워크림', '파 파프리카', '양파', '마늘', '머스터드 씨드', '돼지고기']","['Other nuts', 'Pork', 'Onion', 'Other herbage crop', 'Garlic', 'Other dairy products']"
